,type,epoch,top1,top5,loss,time,layer,layer_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,model,round
14,train,7,0.58578,0.95214,0.004772793464660644,4.9,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
15,test,7,0.5489,0.9432,0.005158732187747955,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
0,train,0,0.56946,0.94976,0.004882348742485046,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
1,test,0,0.5327,0.9396,0.0052488137125968936,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
2,train,1,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
3,test,1,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
4,train,2,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
5,test,2,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
6,train,3,,,,4.9,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
7,test,3,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
8,train,4,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
9,test,4,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
10,train,5,0.5841,0.95242,0.004768453557491303,4.8,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
11,test,5,0.5457,0.9423,0.005151543617248535,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
12,train,6,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
13,test,6,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
14,train,7,0.58738,0.95304,0.00474597937822342,4.9,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
15,test,7,0.5538,0.944,0.005129099035263061,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
0,train,0,0.58168,0.9518,0.004792956068515777,5.2,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
1,test,0,0.5451,0.9428,0.005167460584640503,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
2,train,1,,,,4.9,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
3,test,1,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
4,train,2,,,,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
5,test,2,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
6,train,3,,,,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
7,test,3,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
8,train,4,,,,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
9,test,4,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
10,train,5,0.5908,0.95382,0.004715154631137848,4.9,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
11,test,5,0.5554,0.9433,0.005097771298885345,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
12,train,6,,,,4.9,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
13,test,6,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
14,train,7,0.5801,0.95074,0.004816336679458618,4.9,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
15,test,7,0.5438,0.9398,0.005191001534461975,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
0,train,0,0.5915,0.95412,0.004713985958099365,4.9,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
1,test,0,0.5584,0.945,0.005100438392162323,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
2,train,1,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
3,test,1,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
4,train,2,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
5,test,2,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
6,train,3,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
7,test,3,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
8,train,4,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
9,test,4,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
10,train,5,0.58348,0.95104,0.004769733347892761,4.9,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
11,test,5,0.5489,0.9413,0.0051553832292556764,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
12,train,6,,,,5.1,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
13,test,6,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
14,train,7,0.59048,0.95312,0.0047239785599708555,5.1,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
15,test,7,0.5558,0.9449,0.005109879553318024,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
0,train,0,0.58078,0.9512,0.004789638891220093,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
1,test,0,0.5442,0.9427,0.0051718493938446046,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
2,train,1,,,,5.1,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
3,test,1,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
4,train,2,,,,5.2,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
5,test,2,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
6,train,3,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
7,test,3,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
8,train,4,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
9,test,4,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
10,train,5,0.58774,0.95194,0.00475836225271225,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
11,test,5,0.5498,0.9449,0.005149789440631866,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
12,train,6,,,,4.9,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
13,test,6,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
14,train,7,0.5825,0.9518,0.004794670898914337,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
15,test,7,0.5498,0.9425,0.0051828747749328614,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2
