,type,epoch,top1,top5,loss,time,layer,layer_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,model,round
7,test,3,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
8,train,4,,,,4.9,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
9,test,4,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
10,train,5,0.60848,0.95732,0.004524679428339004,4.9,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
11,test,5,0.562,0.9439,0.0050255646228790285,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
12,train,6,,,,5.0,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
13,test,6,,,,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
14,train,7,0.60734,0.95716,0.004543663600683212,5.1,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
15,test,7,0.5616,0.9447,0.005053410065174103,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
0,train,0,0.59414,0.95588,0.004623655626773834,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
1,test,0,0.5505,0.9407,0.005112762033939362,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
2,train,1,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
3,test,1,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
4,train,2,,,,4.9,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
5,test,2,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
6,train,3,,,,5.2,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
7,test,3,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
8,train,4,,,,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
9,test,4,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
10,train,5,0.60922,0.95836,0.004519501674175262,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
11,test,5,0.5622,0.9456,0.005021402084827423,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
12,train,6,,,,5.7,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
13,test,6,,,,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
14,train,7,0.6093,0.9592,0.004517428222894668,5.2,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
15,test,7,0.5643,0.9472,0.005015752077102661,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
0,train,0,0.60376,0.95792,0.004563318802118302,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
1,test,0,0.5574,0.9445,0.005054252231121064,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
2,train,1,,,,4.9,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
3,test,1,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
4,train,2,,,,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
5,test,2,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
6,train,3,,,,5.1,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
7,test,3,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
8,train,4,,,,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
9,test,4,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
10,train,5,0.61254,0.959,0.004484571388959885,5.0,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
11,test,5,0.5679,0.9462,0.004980984103679657,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
12,train,6,,,,5.1,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
13,test,6,,,,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
14,train,7,0.6028,0.95674,0.004584097200632096,5.1,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
15,test,7,0.5554,0.9421,0.005072412693500518,,3,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
0,train,0,0.61298,0.96014,0.004495100691318512,5.2,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
1,test,0,0.5665,0.9464,0.004992358481884003,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
2,train,1,,,,4.9,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
3,test,1,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
4,train,2,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
5,test,2,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
6,train,3,,,,5.0,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
7,test,3,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
8,train,4,,,,5.1,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
9,test,4,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
10,train,5,0.60576,0.9573,0.004539191806316375,5.3,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
11,test,5,0.5621,0.9437,0.005033645331859588,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
12,train,6,,,,4.9,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
13,test,6,,,,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
14,train,7,0.61358,0.95848,0.004498640042543411,5.1,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
15,test,7,0.5626,0.9469,0.004990309631824494,,4,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
0,train,0,0.60662,0.95656,0.004549798182249069,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
1,test,0,0.5613,0.9445,0.005038834130764008,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
2,train,1,,,,5.1,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
3,test,1,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
4,train,2,,,,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
5,test,2,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
6,train,3,,,,5.1,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
7,test,3,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
8,train,4,,,,4.9,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
9,test,4,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
10,train,5,0.60856,0.95796,0.004531006129980087,5.0,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
11,test,5,0.5627,0.9469,0.005024725151062012,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
12,train,6,,,,5.3,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
13,test,6,,,,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
14,train,7,0.60062,0.95648,0.0045879166185855864,4.9,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
15,test,7,0.5578,0.9444,0.005081045722961426,,5,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,5
